HiSource,LoSource,Section,Diff,Delta,Id,Position,Start,TimeStamp,End
ECN,ARS,Clock,432000.000000000,100000.000000000,73207619,555000.000000000,5/5/2014 7:03:18 PM,5/5/2014 7:03:18 PM,5/5/2014 7:04:21 PM
ECN,ARS,Clock,432000.000000000,100000.000000000,73208038,123000.000000000,5/5/2014 7:03:18 PM,5/5/2014 7:03:18 PM,5/5/2014 7:04:21 PM
ECN,ARS,US,432000.000000000,100000.000000000,73208253,-10000.000000000,5/5/2014 7:03:18 PM,5/5/2014 7:03:18 PM,5/5/2014 7:04:21 PM
ECN,ARS,UK,432000.000000000,100000.000000000,73208650,33000.000000000,5/5/2014 7:03:18 PM,5/5/2014 7:03:18 PM,5/5/2014 7:04:21 PM
ECN,ARS,Clock,478000.000000000,54000.000000000,73257427,555000.000000000,5/5/2014 7:34:29 PM,5/5/2014 7:34:29 PM,5/5/2014 7:35:31 PM
ECN,ARS,Clock,478000.000000000,54000.000000000,73257847,-77000.000000000,5/5/2014 7:34:29 PM,5/5/2014 7:34:29 PM,5/5/2014 7:35:31 PM
ECN,ARS,US,478000.000000000,54000.000000000,73258076,-10000.000000000,5/5/2014 7:34:29 PM,5/5/2014 7:34:29 PM,5/5/2014 7:35:31 PM
ECN,ARS,UK,478000.000000000,54000.000000000,73258282,33000.000000000,5/5/2014 7:34:29 PM,5/5/2014 7:34:29 PM,5/5/2014 7:35:31 PM
CC,ARS,Clock,292000.000000000,50000.000000000,72698141,335000.000000000,5/5/2014 1:52:20 PM,5/5/2014 1:52:20 PM,5/5/2014 1:53:23 PM
CC,ARS,Clock,292000.000000000,50000.000000000,72698544,43000.000000000,5/5/2014 1:52:20 PM,5/5/2014 1:52:20 PM,5/5/2014 1:53:23 PM
CC,ARS,UK,292000.000000000,50000.000000000,72698978,53000.000000000,5/5/2014 1:52:20 PM,5/5/2014 1:52:20 PM,5/5/2014 1:53:23 PM
CC,ARS,US,292000.000000000,50000.000000000,72699344,-10000.000000000,5/5/2014 1:52:20 PM,5/5/2014 1:52:20 PM,5/5/2014 1:53:23 PM
CC,ARS,Clock,499000.000000000,33000.000000000,72977660,555000.000000000,5/5/2014 4:39:56 PM,5/5/2014 4:39:56 PM,5/5/2014 4:40:58 PM
CC,ARS,Clock,499000.000000000,33000.000000000,72978075,23000.000000000,5/5/2014 4:39:56 PM,5/5/2014 4:39:56 PM,5/5/2014 4:40:58 PM
CC,ARS,US,499000.000000000,33000.000000000,72978294,-10000.000000000,5/5/2014 4:39:56 PM,5/5/2014 4:39:56 PM,5/5/2014 4:40:58 PM
CC,ARS,UK,499000.000000000,33000.000000000,72978610,33000.000000000,5/5/2014 4:39:56 PM,5/5/2014 4:39:56 PM,5/5/2014 4:40:58 PM
CC,ARS,US,518000.000000000,20000.000000000,73530665,-10000.000000000,5/5/2014 10:23:59 PM,5/5/2014 10:23:59 PM,5/5/2014 10:25:01 PM
CC,ARS,Clock,518000.000000000,20000.000000000,73531041,547000.000000000,5/5/2014 10:23:59 PM,5/5/2014 10:23:59 PM,5/5/2014 10:25:01 PM
CC,ARS,Clock,518000.000000000,20000.000000000,73531466,19000.000000000,5/5/2014 10:23:59 PM,5/5/2014 10:23:59 PM,5/5/2014 10:25:01 PM
CC,ARS,UK,518000.000000000,20000.000000000,73531816,29000.000000000,5/5/2014 10:23:59 PM,5/5/2014 10:23:59 PM,5/5/2014 10:25:01 PM
CC,ARS,Clock,532000.000000000,13000.000000000,72980973,555000.000000000,5/5/2014 4:42:01 PM,5/5/2014 4:42:01 PM,5/5/2014 4:43:03 PM
CC,ARS,Clock,532000.000000000,13000.000000000,72981388,23000.000000000,5/5/2014 4:42:01 PM,5/5/2014 4:42:01 PM,5/5/2014 4:43:03 PM
CC,ARS,UK,532000.000000000,13000.000000000,72981762,33000.000000000,5/5/2014 4:42:01 PM,5/5/2014 4:42:01 PM,5/5/2014 4:43:03 PM
CC,ARS,US,532000.000000000,13000.000000000,72982105,-10000.000000000,5/5/2014 4:42:01 PM,5/5/2014 4:42:01 PM,5/5/2014 4:43:03 PM
CC,ARS,Clock,0.000000000,7000.000000000,71794477,7000.000000000,5/5/2014 4:02:48 AM,5/5/2014 4:02:48 AM,5/5/2014 4:03:50 AM
CC,ARS,Clock,0.000000000,7000.000000000,71794729,7000.000000000,5/5/2014 4:02:48 AM,5/5/2014 4:02:48 AM,5/5/2014 4:03:50 AM
CC,ARS,US,0.000000000,7000.000000000,71794861,0.000000000,5/5/2014 4:02:48 AM,5/5/2014 4:02:48 AM,5/5/2014 4:03:50 AM
CC,ARS,UK,0.000000000,7000.000000000,71795356,7000.000000000,5/5/2014 4:02:48 AM,5/5/2014 4:02:48 AM,5/5/2014 4:03:50 AM
CC,ARS,Clock,528000.000000000,4000.000000000,73396033,547000.000000000,5/5/2014 9:00:42 PM,5/5/2014 9:00:42 PM,5/5/2014 9:01:44 PM
CC,ARS,Clock,528000.000000000,4000.000000000,73396456,19000.000000000,5/5/2014 9:00:42 PM,5/5/2014 9:00:42 PM,5/5/2014 9:01:44 PM
CC,ARS,US,528000.000000000,4000.000000000,73396872,-10000.000000000,5/5/2014 9:00:42 PM,5/5/2014 9:00:42 PM,5/5/2014 9:01:44 PM
CC,ARS,UK,528000.000000000,4000.000000000,73397024,29000.000000000,5/5/2014 9:00:42 PM,5/5/2014 9:00:42 PM,5/5/2014 9:01:44 PM
CC,ARS,Clock,532000.000000000,0.000000000,72756229,605000.000000000,5/5/2014 2:25:41 PM,5/5/2014 2:25:41 PM,5/5/2014 2:26:43 PM
CC,ARS,Clock,532000.000000000,0.000000000,72756636,73000.000000000,5/5/2014 2:25:41 PM,5/5/2014 2:25:41 PM,5/5/2014 2:26:43 PM
CC,ARS,UK,532000.000000000,0.000000000,72756789,83000.000000000,5/5/2014 2:25:41 PM,5/5/2014 2:25:41 PM,5/5/2014 2:26:43 PM
CC,ARS,US,532000.000000000,0.000000000,72756942,-10000.000000000,5/5/2014 2:25:41 PM,5/5/2014 2:25:41 PM,5/5/2014 2:26:43 PM
CC,ARS,Clock,532000.000000000,0.000000000,72757907,605000.000000000,5/5/2014 2:26:43 PM,5/5/2014 2:26:43 PM,5/5/2014 2:27:46 PM
CC,ARS,Clock,532000.000000000,0.000000000,72758314,73000.000000000,5/5/2014 2:26:43 PM,5/5/2014 2:26:43 PM,5/5/2014 2:27:46 PM
CC,ARS,US,532000.000000000,0.000000000,72758917,-10000.000000000,5/5/2014 2:26:43 PM,5/5/2014 2:26:43 PM,5/5/2014 2:27:46 PM
CC,ARS,UK,532000.000000000,0.000000000,72759061,83000.000000000,5/5/2014 2:26:43 PM,5/5/2014 2:26:43 PM,5/5/2014 2:27:46 PM
CC,ARS,Clock,532000.000000000,0.000000000,72759580,605000.000000000,5/5/2014 2:27:46 PM,5/5/2014 2:27:46 PM,5/5/2014 2:28:48 PM
CC,ARS,Clock,532000.000000000,0.000000000,72759987,73000.000000000,5/5/2014 2:27:46 PM,5/5/2014 2:27:46 PM,5/5/2014 2:28:48 PM
CC,ARS,UK,532000.000000000,0.000000000,72760225,83000.000000000,5/5/2014 2:27:46 PM,5/5/2014 2:27:46 PM,5/5/2014 2:28:48 PM
CC,ARS,US,532000.000000000,0.000000000,72760433,-10000.000000000,5/5/2014 2:27:46 PM,5/5/2014 2:27:46 PM,5/5/2014 2:28:48 PM
CC,ARS,Clock,532000.000000000,0.000000000,72761288,605000.000000000,5/5/2014 2:28:48 PM,5/5/2014 2:28:48 PM,5/5/2014 2:29:50 PM
CC,ARS,Clock,532000.000000000,0.000000000,72761695,73000.000000000,5/5/2014 2:28:48 PM,5/5/2014 2:28:48 PM,5/5/2014 2:29:50 PM
CC,ARS,UK,532000.000000000,0.000000000,72761832,83000.000000000,5/5/2014 2:28:48 PM,5/5/2014 2:28:48 PM,5/5/2014 2:29:50 PM
CC,ARS,US,532000.000000000,0.000000000,72762407,-10000.000000000,5/5/2014 2:28:48 PM,5/5/2014 2:28:48 PM,5/5/2014 2:29:50 PM
CC,ARS,Clock,532000.000000000,0.000000000,72762973,605000.000000000,5/5/2014 2:29:50 PM,5/5/2014 2:29:50 PM,5/5/2014 2:30:53 PM
CC,ARS,Clock,532000.000000000,0.000000000,72763380,73000.000000000,5/5/2014 2:29:50 PM,5/5/2014 2:29:50 PM,5/5/2014 2:30:53 PM
CC,ARS,UK,532000.000000000,0.000000000,72764051,83000.000000000,5/5/2014 2:29:50 PM,5/5/2014 2:29:50 PM,5/5/2014 2:30:53 PM
CC,ARS,US,532000.000000000,0.000000000,72764185,-10000.000000000,5/5/2014 2:29:50 PM,5/5/2014 2:29:50 PM,5/5/2014 2:30:53 PM
CC,ARS,Clock,532000.000000000,0.000000000,72764687,605000.000000000,5/5/2014 2:30:53 PM,5/5/2014 2:30:53 PM,5/5/2014 2:31:55 PM
CC,ARS,Clock,532000.000000000,0.000000000,72765094,73000.000000000,5/5/2014 2:30:53 PM,5/5/2014 2:30:53 PM,5/5/2014 2:31:55 PM
CC,ARS,UK,532000.000000000,0.000000000,72765446,83000.000000000,5/5/2014 2:30:53 PM,5/5/2014 2:30:53 PM,5/5/2014 2:31:55 PM
CC,ARS,US,532000.000000000,0.000000000,72765496,-10000.000000000,5/5/2014 2:30:53 PM,5/5/2014 2:30:53 PM,5/5/2014 2:31:55 PM
CC,ARS,Clock,532000.000000000,0.000000000,72766340,605000.000000000,5/5/2014 2:31:55 PM,5/5/2014 2:31:55 PM,5/5/2014 2:32:58 PM
CC,ARS,Clock,532000.000000000,0.000000000,72766747,73000.000000000,5/5/2014 2:31:55 PM,5/5/2014 2:31:55 PM,5/5/2014 2:32:58 PM
CC,ARS,UK,532000.000000000,0.000000000,72767336,83000.000000000,5/5/2014 2:31:55 PM,5/5/2014 2:31:55 PM,5/5/2014 2:32:58 PM
CC,ARS,US,532000.000000000,0.000000000,72767541,-10000.000000000,5/5/2014 2:31:55 PM,5/5/2014 2:31:55 PM,5/5/2014 2:32:58 PM
CC,ARS,Clock,532000.000000000,0.000000000,72768014,605000.000000000,5/5/2014 2:32:58 PM,5/5/2014 2:32:58 PM,5/5/2014 2:34:00 PM
CC,ARS,Clock,532000.000000000,0.000000000,72768421,73000.000000000,5/5/2014 2:32:58 PM,5/5/2014 2:32:58 PM,5/5/2014 2:34:00 PM
CC,ARS,UK,532000.000000000,0.000000000,72768602,83000.000000000,5/5/2014 2:32:58 PM,5/5/2014 2:32:58 PM,5/5/2014 2:34:00 PM
CC,ARS,US,532000.000000000,0.000000000,72769221,-10000.000000000,5/5/2014 2:32:58 PM,5/5/2014 2:32:58 PM,5/5/2014 2:34:00 PM
CC,ARS,Clock,532000.000000000,0.000000000,72769677,605000.000000000,5/5/2014 2:34:00 PM,5/5/2014 2:34:00 PM,5/5/2014 2:35:03 PM
CC,ARS,Clock,532000.000000000,0.000000000,72770084,73000.000000000,5/5/2014 2:34:00 PM,5/5/2014 2:34:00 PM,5/5/2014 2:35:03 PM
CC,ARS,UK,532000.000000000,0.000000000,72770252,83000.000000000,5/5/2014 2:34:00 PM,5/5/2014 2:34:00 PM,5/5/2014 2:35:03 PM
CC,ARS,US,532000.000000000,0.000000000,72770856,-10000.000000000,5/5/2014 2:34:00 PM,5/5/2014 2:34:00 PM,5/5/2014 2:35:03 PM
CC,ARS,Clock,532000.000000000,0.000000000,72771361,605000.000000000,5/5/2014 2:35:03 PM,5/5/2014 2:35:03 PM,5/5/2014 2:36:05 PM
CC,ARS,Clock,532000.000000000,0.000000000,72771769,73000.000000000,5/5/2014 2:35:03 PM,5/5/2014 2:35:03 PM,5/5/2014 2:36:05 PM
CC,ARS,UK,532000.000000000,0.000000000,72771899,83000.000000000,5/5/2014 2:35:03 PM,5/5/2014 2:35:03 PM,5/5/2014 2:36:05 PM
CC,ARS,US,532000.000000000,0.000000000,72772505,-10000.000000000,5/5/2014 2:35:03 PM,5/5/2014 2:35:03 PM,5/5/2014 2:36:05 PM
CC,ARS,Clock,532000.000000000,0.000000000,72773099,605000.000000000,5/5/2014 2:36:05 PM,5/5/2014 2:36:05 PM,5/5/2014 2:37:08 PM
CC,ARS,Clock,532000.000000000,0.000000000,72773507,73000.000000000,5/5/2014 2:36:05 PM,5/5/2014 2:36:05 PM,5/5/2014 2:37:08 PM
