"635398149131719000.000000","{"TimeStamp":"2014-07-1T12:35:13.172Z","DealId":"B201418206Q2X00","Server":99,"ClientId":"AUKD35367","OrderId":"B201418206Q2V00","Side":0,"State":1,"Instrument":"GBPUSD","Volume":10000.000000,"ClientPrice":1.71523,"BankPrice":1.71523,"Book":0,"AccountGroup":"AlpariUK","Comment":"Agressor:1"}"
"635398149180109000.000000","{"TimeStamp":"2014-07-1T12:35:18.011Z","DealId":"B201418206Q3000","Server":99,"ClientId":"AUKD35367","OrderId":"B201418206Q2Y00","Side":1,"State":1,"Instrument":"GBPUSD","Volume":10000.000000,"ClientPrice":1.7152,"BankPrice":1.7152,"Book":0,"AccountGroup":"AlpariUK","Comment":"Agressor:1"}"
"635398250214909000.000000","{"TimeStamp":"2014-07-1T15:23:41.491Z","DealId":"B2014182071HQ00","Server":99,"ClientId":"AUKD35367","OrderId":"B2014182071HN00","Side":1,"State":1,"Instrument":"EURJPY","Volume":250000.000000,"ClientPrice":138.861,"BankPrice":138.861,"Book":0,"AccountGroup":"AlpariUK","Comment":"Agressor:1"}"
"635398250214979000.000000","{"TimeStamp":"2014-07-1T15:23:41.498Z","DealId":"B2014182071HT00","Server":99,"ClientId":"AUKD35367","OrderId":"B2014182071HR00","Side":1,"State":1,"Instrument":"USDJPY","Volume":250000.000000,"ClientPrice":101.497,"BankPrice":101.497,"Book":0,"AccountGroup":"AlpariUK","Comment":"Agressor:1"}"
"635398250398840000.000000","{"TimeStamp":"2014-07-1T15:23:59.884Z","DealId":"B2014182071K000","Server":99,"ClientId":"AUKD35367","OrderId":"B2014182071JY00","Side":1,"State":1,"Instrument":"EURJPY","Volume":100000.000000,"ClientPrice":138.866,"BankPrice":138.866,"Book":0,"AccountGroup":"AlpariUK","Comment":"Agressor:1"}"
"635398250398850000.000000","{"TimeStamp":"2014-07-1T15:23:59.885Z","DealId":"B2014182071K300","Server":99,"ClientId":"AUKD35367","OrderId":"B2014182071K100","Side":1,"State":1,"Instrument":"USDJPY","Volume":100000.000000,"ClientPrice":101.495,"BankPrice":101.495,"Book":0,"AccountGroup":"AlpariUK","Comment":"Agressor:1"}"
"635398250427379000.000000","{"TimeStamp":"2014-07-1T15:24:02.738Z","DealId":"B2014182071KP00","Server":99,"ClientId":"AUKD35367","OrderId":"B2014182071KM00","Side":0,"State":1,"Instrument":"EURUSD","Volume":50000.000000,"ClientPrice":1.36823,"BankPrice":1.36823,"Book":0,"AccountGroup":"AlpariUK","Comment":"Agressor:1"}"
"635398250998450000.000000","{"TimeStamp":"2014-07-1T15:24:59.845Z","DealId":"B2014182071MN00","Server":99,"ClientId":"AUKD35367","OrderId":"B2014182071MK00","Side":1,"State":1,"Instrument":"EURJPY","Volume":50000.000000,"ClientPrice":138.87,"BankPrice":138.87,"Book":0,"AccountGroup":"AlpariUK","Comment":"Agressor:1"}"
"635398250998460000.000000","{"TimeStamp":"2014-07-1T15:24:59.846Z","DealId":"B2014182071MQ00","Server":99,"ClientId":"AUKD35367","OrderId":"B2014182071ML00","Side":1,"State":1,"Instrument":"USDJPY","Volume":50000.000000,"ClientPrice":101.489,"BankPrice":101.489,"Book":0,"AccountGroup":"AlpariUK","Comment":"Agressor:1"}"
"635398251561910000.000000","{"TimeStamp":"2014-07-1T15:25:56.191Z","DealId":"B2014182071NL00","Server":99,"ClientId":"AUKD35367","OrderId":"B2014182071NJ00","Side":1,"State":1,"Instrument":"EURUSD","Volume":150000.000000,"ClientPrice":1.36876,"BankPrice":1.36876,"Book":0,"AccountGroup":"AlpariUK","Comment":"Agressor:1"}"
"635398251598439000.000000","{"TimeStamp":"2014-07-1T15:25:59.844Z","DealId":"B2014182071NS00","Server":99,"ClientId":"AUKD35367","OrderId":"B2014182071NQ00","Side":1,"State":1,"Instrument":"EURUSD","Volume":50000.000000,"ClientPrice":1.36878,"BankPrice":1.36878,"Book":0,"AccountGroup":"AlpariUK","Comment":"Agressor:1"}"
"635398251620579000.000000","{"TimeStamp":"2014-07-1T15:26:02.058Z","DealId":"B2014182071PE00","Server":99,"ClientId":"AUKD35367","OrderId":"B2014182071PC00","Side":0,"State":1,"Instrument":"GBPUSD","Volume":100000.000000,"ClientPrice":1.71451,"BankPrice":1.71451,"Book":0,"AccountGroup":"AlpariUK","Comment":"Agressor:1"}"
"635398251801270000.000000","{"TimeStamp":"2014-07-1T15:26:20.127Z","DealId":"B2014182071Q400","Server":99,"ClientId":"AUKD35367","OrderId":"B2014182071Q200","Side":1,"State":1,"Instrument":"EURUSD","Volume":50000.000000,"ClientPrice":1.36878,"BankPrice":1.36878,"Book":0,"AccountGroup":"AlpariUK","Comment":"Agressor:1"}"
"635398251801660000.000000","{"TimeStamp":"2014-07-1T15:26:20.166Z","DealId":"B201418201AGC00","Server":99,"ClientId":"AUKD35367","OrderId":"B201418201AGA00","Side":0,"State":1,"Instrument":"EURTRY","Volume":50000.000000,"ClientPrice":2.91419,"BankPrice":2.91419,"Book":0,"AccountGroup":"AlpariUK","Comment":"Agressor:1"}"
"635398251995480000.000000","{"TimeStamp":"2014-07-1T15:26:39.548Z","DealId":"B2014182071QA00","Server":99,"ClientId":"AUKD35367","OrderId":"B2014182071Q800","Side":1,"State":1,"Instrument":"EURJPY","Volume":50000.000000,"ClientPrice":138.901,"BankPrice":138.901,"Book":0,"AccountGroup":"AlpariUK","Comment":"Agressor:1"}"
"635398252198439000.000000","{"TimeStamp":"2014-07-1T15:26:59.844Z","DealId":"B2014182071QD00","Server":99,"ClientId":"AUKD35367","OrderId":"B2014182071QB00","Side":0,"State":1,"Instrument":"GBPUSD","Volume":50000.000000,"ClientPrice":1.7145,"BankPrice":1.7145,"Book":0,"AccountGroup":"AlpariUK","Comment":"Agressor:1"}"
"635398252798489000.000000","{"TimeStamp":"2014-07-1T15:27:59.849Z","DealId":"B2014182071QU00","Server":99,"ClientId":"AUKD35367","OrderId":"B2014182071QS00","Side":0,"State":1,"Instrument":"GBPUSD","Volume":47500.000000,"ClientPrice":1.71449,"BankPrice":1.71449,"Book":0,"AccountGroup":"AlpariUK","Comment":"Agressor:1"}"
"635398255212169000.000000","{"TimeStamp":"2014-07-1T15:32:01.217Z","DealId":"B2014182071SC00","Server":99,"ClientId":"AUKD35367","OrderId":"B2014182071SA00","Side":1,"State":1,"Instrument":"GBPJPY","Volume":50000.000000,"ClientPrice":173.975,"BankPrice":173.975,"Book":0,"AccountGroup":"AlpariUK","Comment":"Agressor:1"}"
"635398255409619000.000000","{"TimeStamp":"2014-07-1T15:32:20.962Z","DealId":"B2014182071SM00","Server":99,"ClientId":"AUKD35367","OrderId":"B2014182071SK00","Side":1,"State":1,"Instrument":"AUDUSD","Volume":50000.000000,"ClientPrice":0.94909,"BankPrice":0.94909,"Book":0,"AccountGroup":"AlpariUK","Comment":"Agressor:1"}"
"635398255409629000.000000","{"TimeStamp":"2014-07-1T15:32:20.963Z","DealId":"B201418201AGR00","Server":99,"ClientId":"AUKD35367","OrderId":"B201418201AGP00","Side":0,"State":1,"Instrument":"GBPNZD","Volume":36500.000000,"ClientPrice":1.95267,"BankPrice":1.95267,"Book":0,"AccountGroup":"AlpariUK","Comment":"Agressor:1"}"
"635398255619049000.000000","{"TimeStamp":"2014-07-1T15:32:41.905Z","DealId":"B2014182071SQ00","Server":99,"ClientId":"AUKD35367","OrderId":"B2014182071SN00","Side":1,"State":1,"Instrument":"AUDUSD","Volume":50000.000000,"ClientPrice":0.94906,"BankPrice":0.94906,"Book":0,"AccountGroup":"AlpariUK","Comment":"Agressor:1"}"
"635398255779040000.000000","{"TimeStamp":"2014-07-1T15:32:57.904Z","DealId":"B2014182071ST00","Server":99,"ClientId":"AUKD35367","OrderId":"B2014182071SR00","Side":1,"State":1,"Instrument":"GBPJPY","Volume":100000.000000,"ClientPrice":173.977,"BankPrice":173.977,"Book":0,"AccountGroup":"AlpariUK","Comment":"Agressor:1"}"
"635398255779059000.000000","{"TimeStamp":"2014-07-1T15:32:57.906Z","DealId":"B2014182071SW00","Server":99,"ClientId":"AUKD35367","OrderId":"B2014182071SU00","Side":0,"State":1,"Instrument":"EURAUD","Volume":200000.000000,"ClientPrice":1.44174,"BankPrice":1.44174,"Book":0,"AccountGroup":"AlpariUK","Comment":"Agressor:1"}"
